id,REL_PERS_REF_SURNAME,REL_PERS_REF_FIRST_NAME,Full Name,Birth Year,Birth Country,Birth Place,Death Year,Death Country,Death Place,approbator,archbishop/bishop,author,collaborator/contributor/signer,commentator/eulogist,compiler/editor/revisor,dedicatee,engraver/etcher/illustrator,heirs/widow,printer/publisher,translator,unspecified,DUTCH,ENGLISH,FRENCH,GERMAN,LATIN,SPANISH,1550s,1560s,1570s,1580s,1590s,1600s,1610s,1620s,1630s,1640s,1650s,Birth Region,Death Region,Printing House,House Origion,House Note,Gender,Most Involved Role,Most Involved Language,Most Involved Period
124042,Engrand,Ghislain,Ghislain Engrand,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124045,Fernandes de Moure,Antonio,Antonio Fernandes de Moure,1592.0,,,1646.0,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124050,Feverius,Joannes,Joannes Feverius,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124051,Flamen,Jean,Jean Flamen,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124052,Gaudhondt,Augustin,Augustin Gaudhondt,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124053,Gheux,Leo,Leo Gheux,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124054,Ghislenus,Franciscus,Franciscus Ghislenus,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124055,Graux,Antoine,Antoine Graux,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124056,de Haynin,Antoine,Antoine de Haynin,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124057,Hermanni,Ottavio,Ottavio Hermanni,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1620s
124058,Laden,Jean,Jean Laden,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124060,de La Rue,Pierre,Pierre de La Rue,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124068,Leuridan,Philippe,Philippe Leuridan,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124074,Reyfinns,Josse,Josse Reyfinns,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124075,de Saint-Laurent,Richard,Richard de Saint-Laurent,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124076,Martinez van Waucquier,Matthias,Matthias Martinez van Waucquier,,,,1642.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,translator,LATIN,1620s
124077,Tacq,Jacob,Jacob Tacq,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124080,Vanden Kerchove,Mathias,Mathias Vanden Kerchove,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124081,De Visch,Carolus,Carolus De Visch,1596.0,,,1666.0,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,,,,,,Male or Unspecified,author,LATIN,1620s
124084,Le Long,Nicolas,Nicolas Le Long,,,,,,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,4,0,0,2,2,,,,,,Male or Unspecified,Multi,LATIN,1610s
124086,Lokeman,Rodolphe,Rodolphe Lokeman,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124088,de Maude,Robert,Robert de Maude,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124089,Noletz,Servais,Servais Noletz,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124091,Petit,Gilles,Gilles Petit,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,Male or Unspecified,author,LATIN,Multi
124092,Philippi,Anselme,Anselme Philippi,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124093,Prevost,Antoine,Antoine Prevost,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124094,Regnart,Pierre,Pierre Regnart,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124095,Du Fay,Pierre,Pierre Du Fay,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124097,Malebrancque,Robert,Robert Malebrancque,,,,,,,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,Male or Unspecified,author,FRENCH,Multi
124098,de Sá,Manuel,Manuel de Sá,1530.0,Portugal,Vila do Conde,1596.0,Italy,Arona,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,2,2,0,0,Iberian Union,Italy,,,,Male or Unspecified,author,LATIN,1610s
124099,Valdor,J.,J. Valdor,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,engraver/etcher/illustrator,LATIN,1620s
124100,de Saint Hilaire,Gabriel,Gabriel de Saint Hilaire,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124102,Serurier,Marc,Marc Serurier,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124104,Trystram,Pierre,Pierre Trystram,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124105,Vanden Kerchove,Jacques,Jacques Vanden Kerchove,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124106,Kinckius,Matthaeus,Matthaeus Kinckius,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,Male or Unspecified,author,LATIN,Multi
124108,Laubegeois,Antoine,Antoine Laubegeois,1571.0,France,Douai,1626.0,France,Lille,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1620s
124109,Vanden Vyvere,André,André Vanden Vyvere,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124112,Ver Hofstadt,Jean,Jean Ver Hofstadt,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124113,Waterloop,Jean,Jean Waterloop,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124115,Fremin,Pierre,Pierre Fremin,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,commentator/eulogist,LATIN,1620s
124119,Salmon,Robert,Robert Salmon,,France,Rebreuve-Ranchicourt,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Low Countries,,,,,Male or Unspecified,author,LATIN,1620s
124120,Garon,Louis,Louis Garon,1580.0,Switzerland,Genève,1635.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Genève,,,,,Male or Unspecified,translator,FRENCH,1620s
124121,Bastonier,Jan,Jan Bastonier,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,translator,FRENCH,1620s
124122,Pecqueur,Elias,Elias Pecqueur,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,commentator/eulogist,FRENCH,1620s
124123,d'Urselle,Charles,Charles d'Urselle,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,dedicatee,FRENCH,1620s
124124,Tison,Léger,Léger Tison,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s
124125,Foucard,Jean,Jean Foucard,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,Male or Unspecified,dedicatee,Multi,Multi
124126,Balduin,Moreau,Moreau Balduin,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1610s
124127,de Lattefoeur,F.G.,F.G. de Lattefoeur,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,commentator/eulogist,LATIN,1610s
124128,Plançon,Arnold,Arnold Plançon,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,commentator/eulogist,LATIN,1610s
124129,Christiaens,Jacques,Jacques Christiaens,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124130,Chapeauville,Jean,Jean Chapeauville,1551.0,,,1617.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124131,Desannois,Eloi,Eloi Desannois,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124132,Du Mont,Guillaume,Guillaume Du Mont,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1620s
124133,Facon,Matthieu,Matthieu Facon,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124134,de Saint-Joseph,Isidore,Isidore de Saint-Joseph,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1620s
124135,de Jesús Maria,Juan,Juan de Jesús Maria,1564.0,,,1614.0,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,,,,,,Male or Unspecified,author,LATIN,1630s
124136,de San Gemignano,Giovanni,Giovanni de San Gemignano,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124137,Luzvic,Étienne,Étienne Luzvic,1567.0,,,1640.0,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,Male or Unspecified,author,Multi,1620s
124138,Hanoy,Charles,Charles Hanoy,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124139,d'Ostelart,Robert,Robert d'Ostelart,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1610s
124140,Walter,Adam,Adam Walter,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,commentator/eulogist,LATIN,1610s
124141,Lambert,Jean,Jean Lambert,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124143,de le Court,Jacques,Jacques de le Court,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124144,Levêque,Antoine,Antoine Levêque,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124145,Verleept,Simon,Simon Verleept,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1620s
124146,de Vio,Tommaso,Tommaso de Vio,1468.0,Italy,Gaeta,1534.0,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,2,1,0,0,Italy,,,,,Male or Unspecified,author,LATIN,1610s
124156,d'Heur,Nicolas,Nicolas d'Heur,,,,1634.0,Belgium,Namur,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,Low Countries,,,,Male or Unspecified,author,LATIN,1610s
124157,d'Heur,François,François d'Heur,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,commentator/eulogist,LATIN,1610s
124158,Palazzo,Giovanni Antanio,Giovanni Antanio Palazzo,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,Male or Unspecified,author,FRENCH,Multi
124159,Buirette,Samuel,Samuel Buirette,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,,,,Male or Unspecified,author,FRENCH,1620s
124161,de Rebbe,Nicolas,Nicolas de Rebbe,1565.0,Belgium,Ath,1620.0,France,Lille,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1610s
124163,Filliucci,Vincenzo,Vincenzo Filliucci,1566.0,,,1622.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124164,Le Pessier,Jean,Jean Le Pessier,1596.0,Belgium,Tournai,1646.0,Belgium,Tournai,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,Multi
124165,Molanus,Johannes,Johannes Molanus,1533.0,France,Lille,1585.0,Belgium,Leuven,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,Multi
124167,Palma,Biagio,Biagio Palma,1577.0,Italy,Fara in Sabina,1635.0,Italy,Roma,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,Italy,Italy,,,,Male or Unspecified,author,Multi,Multi
124168,de Saint-Laurens,Jean,Jean de Saint-Laurens,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124169,Creton,Jean,Jean Creton,,,,,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,,,,,,Male or Unspecified,commentator/eulogist,LATIN,1630s
124170,Struellens,André,André Struellens,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124171,Rubéric,Severin,Severin Rubéric,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1620s
124172,d'Oresmieux,François,François d'Oresmieux,,,,1639.0,France,Arras,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,Low Countries,,,,Male or Unspecified,dedicatee,FRENCH,1620s
124173,Van Quickelberghe,Erasme,Erasme Van Quickelberghe,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124174,Van Veurne,André,André Van Veurne,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124175,Porcelet,Pierre,Pierre Porcelet,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,commentator/eulogist,LATIN,1620s
124176,Williams,Lewis,Lewis Williams,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124177,d'Oigniez,Claude,Claude d'Oigniez,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s
124178,de Bourgogne,Charles,Charles de Bourgogne,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s
124179,Triest,Nicolas,Nicolas Triest,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s
124180,Triest,Josse,Josse Triest,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s
124185,Paunet,Théodoric,Théodoric Paunet,1582.0,,,1631.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1620s
124186,de Coudenberghe,Jean,Jean de Coudenberghe,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,Multi
124187,Dorland,Pierre,Pierre Dorland,1454.0,Belgium,Diest,1507.0,Belgium,Zelem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1620s
124188,Druve,Christian,Christian Druve,1573.0,,,1634.0,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,Multi
124189,de Villiers,Gérard,Gérard de Villiers,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,commentator/eulogist,LATIN,1620s
124190,Castellanus,Petrus,Petrus Castellanus,1585.0,Belgium,Geraardsbergen,1632.0,Belgium,Leuven,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Low Countries,Low Countries,,,,Male or Unspecified,Multi,LATIN,1620s
124191,Froimont,Libert,Libert Froimont,1587.0,,,1653.0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,Male or Unspecified,Multi,LATIN,Multi
124192,Feyens,Thomas,Thomas Feyens,1567.0,,,1631.0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,compiler/editor/revisor,LATIN,1620s
124193,di Pietro di Bernardone,Francis,Francis di Pietro di Bernardone,1182.0,,,1226.0,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,3,0,0,,,,,,Male or Unspecified,author,Multi,1630s
124194,de Azevedo,Alfonso,Alfonso de Azevedo,1518.0,,,1598.0,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124195,Le Prevost,Jean,Jean Le Prevost,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,Male or Unspecified,author,LATIN,1630s
124196,Lespagnol,Antoine,Antoine Lespagnol,,,,,,,0,0,5,0,0,2,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,5,1,1,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124197,Bacci,Pietro Giacomo,Pietro Giacomo Bacci,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1620s
124198,de Montmorency,François,François de Montmorency,1578.0,France,Aire-sur-la-Lys,1640.0,France,Douai,0,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,2,6,0,0,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1630s
124199,Paullus,Gautier,Gautier Paullus,1587.0,Belgium,Huy,1672.0,France,Douai,1,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,3,3,0,2,Low Countries,Low Countries,,,,Male or Unspecified,author,LATIN,1610s
124200,Neyen,Jan,Jan Neyen,1560.0,,,1612.0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1610s
124201,Pijart,Pierre,Pierre Pijart,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,FRENCH,1620s
124202,Sardonius,Joannes,Joannes Sardonius,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,author,LATIN,1620s
124203,de Broide,Isabeau,Isabeau de Broide,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s
124204,de Bretigny,Jean,Jean de Bretigny,1556.0,,,1634.0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,translator,LATIN,1620s
124205,Corselius,Gerard,Gerard Corselius,1568.0,,,1636.0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1620s
124206,Henot,Eberhard,Eberhard Henot,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,author,LATIN,1610s
124207,of Bavaria,Ferdinand,Ferdinand of Bavaria,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,Male or Unspecified,dedicatee,LATIN,1610s
124209,Holland,Henry,Henry Holland,1550.0,Britain,Daventry,1625.0,France,Pecquencourt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Britain,France,,,,Male or Unspecified,author,LATIN,1610s
